fixed;mrph;fName;id;ref;PoS;cls;gD;lm;std;tx;tofix
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);prp.;$;nach;по;по;+потом;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);prp.;$;nach;по;по;+потом;gD
;l.sg.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;der,dieser;тъ;томь́;потом;mrph
;l.sg.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;der,dieser;тъ;томь́;потом;lm
PoS;l.sg.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;der,dieser;тъ;томь́;потом;
cls;l.sg.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;der,dieser;тъ;томь́;потом;
gD;l.sg.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;der,dieser;тъ;томь́;потом;
mrph;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;;δὲ;же;же;же;
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;;δὲ;же;же;же;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;$;δὲ;же;же;же;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;$;δὲ;же;же;же;gD
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
cls;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
mrph;d.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.npr.;;Thomas;Ѳома;Ѳомѣ́;ѳомѣ;
PoS;d.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.npr.;;Thomas;Ѳома;Ѳомѣ́;ѳомѣ;
;d.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.npr.;;Thomas;Ѳома;Ѳомѣ́;ѳомѣ;cls
gD;d.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.npr.;;Thomas;Ѳома;Ѳомѣ́;ѳомѣ;
mrph;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;herbringen;принести;принеси́;прінесі;
PoS;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;herbringen;принести;принеси́;прінесі;
cls;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;c;herbringen;принести;принеси́;прінесі;
gD;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;c;herbringen;принести;принеси́;прінесі;
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.;;Finger;прьстъ;прь́стъ;пръстъ;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.;;Finger;прьстъ;прь́стъ;пръстъ;
;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.;;Finger;прьстъ;прь́стъ;пръстъ;cls
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sm.;;Finger;прьстъ;прь́стъ;пръстъ;
;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;;dein;твои;твои́;твои;mrph
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;;dein;твои;твои́;твои;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;$;dein;твои;твои́;твои;
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;$;dein;твои;твои́;твои;
std;$;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;hierher;сѣмо ;сѣ́мо;сѣмо ;
mrph;$;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;hierher;сѣмо ;сѣ́мо;сѣмо ;
lm;$;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;hierher;сѣмо;сѣ́мо;сѣмо ;
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);adv.;;hierher;сѣмо;сѣ́мо;сѣмо ;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);adv.;$;hierher;сѣмо;сѣ́мо;сѣмо ;
gD;$;Bibelstellen;JH_20;Johannes 20.27 (As);adv.;$;hierher;сѣмо;сѣ́мо;сѣмо ;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;gD
mrph;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.;;sehen;видѣти;ви́ждь;виждъ;
PoS;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;;sehen;видѣти;ви́ждь;виждъ;
cls;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;a;sehen;видѣти;ви́ждь;виждъ;
gD;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;a;sehen;видѣти;ви́ждь;виждъ;
mrph;a.du.;Bibelstellen;JH_20;Johannes 20.27 (As);sf.;;Hand;рѫка;рѫ́цѣ;рѫцѣ;
PoS;a.du.;Bibelstellen;JH_20;Johannes 20.27 (As);sf.;;Hand;рѫка;рѫ́цѣ;рѫцѣ;
cls;a.du.;Bibelstellen;JH_20;Johannes 20.27 (As);sf.;c;Hand;рѫка;рѫ́цѣ;рѫцѣ;
;a.du.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;mein;мои;мои́;мои,;std
;a.du.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;mein;мои;мои́;мои,;mrph
;a.du.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;mein;мои;мои́;мои,;lm
PoS;a.du.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;mein;мои;мои́;мои,;
cls;a.du.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;mein;мои;мои́;мои,;
gD;a.du.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;mein;мои;мои́;мои,;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;gD
mrph;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;herbringen;принести;принеси́;прінесі;
PoS;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;herbringen;принести;принеси́;прінесі;
cls;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;c;herbringen;принести;принеси́;прінесі;
gD;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;c;herbringen;принести;принеси́;прінесі;
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sf.;;Hand;рѫка;рѫ́кѫ;рѫкѫ;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sf.;;Hand;рѫка;рѫ́кѫ;рѫкѫ;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.27 (As);sf.;c;Hand;рѫка;рѫ́кѫ;рѫкѫ;
;a.sg.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;;dein;твои ;твоѭ́ ;твоѭ, ;std
mrph;a.sg.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;;dein;твои ;твоѭ́ ;твоѭ, ;
lm;a.sg.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;;dein;твои;твоѭ́ ;твоѭ, ;
PoS;a.sg.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;;dein;твои;твоѭ́ ;твоѭ, ;
cls;a.sg.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;$;dein;твои;твоѭ́ ;твоѭ, ;
gD;a.sg.f.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.poss.;$;dein;твои;твоѭ́ ;твоѭ, ;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;gD
mrph;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;hineinlegen;въложити;въложи́;въложи;
PoS;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;hineinlegen;въложити;въложи́;въложи;
;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;hineinlegen;въложити;въложи́;въложи;cls
gD;2.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.pf.;;hineinlegen;въложити;въложи́;въложи;
mrph;$;Bibelstellen;JH_20;Johannes 20.27 (As);prp.;;in;въ;въ;въ;
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);prp.;;in;въ;въ;въ;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);prp.;$;in;въ;въ;въ;
gD;$;Bibelstellen;JH_20;Johannes 20.27 (As);prp.;$;in;въ;въ;въ;
mrph;a.pl.;Bibelstellen;JH_20;Johannes 20.27 (As);sn.;;Rippe;ребро;ребра́;ребра;
PoS;a.pl.;Bibelstellen;JH_20;Johannes 20.27 (As);sn.;;Rippe;ребро;ребра́;ребра;
;a.pl.;Bibelstellen;JH_20;Johannes 20.27 (As);sn.;;Rippe;ребро;ребра́;ребра;cls
gD;a.pl.;Bibelstellen;JH_20;Johannes 20.27 (As);sn.;;Rippe;ребро;ребра́;ребра;
;a.pl.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;mein;мои;моꙗ́;моѣ,;std
PoS;a.pl.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;mein;мои;моꙗ́;моѣ,;
cls;a.pl.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;mein;мои;моꙗ́;моѣ,;
gD;a.pl.n.;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;mein;мои;моꙗ́;моѣ,;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);prn.;$;und;и;и;и;gD
mrph;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;;nicht;не;не;не;
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;;nicht;не;не;не;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;$;nicht;не;не;не;
gD;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;$;nicht;не;не;не;
std;3.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;;sein;бꙑти ;бѫ́ди;бѫді ;
lm;3.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;;sein;бꙑти;бѫ́ди;бѫді ;
PoS;3.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;;sein;бꙑти;бѫ́ди;бѫді ;
cls;3.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;a;sein;бꙑти;бѫ́ди;бѫді ;
gD;3.sg.imp.;Bibelstellen;JH_20;Johannes 20.27 (As);vb.im.;a;sein;бꙑти;бѫ́ди;бѫді ;
;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;;nicht;не;не;+неневѣренъ,;std
mrph;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;;nicht;не;не;+неневѣренъ,;
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;;nicht;не;не;+неневѣренъ,;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;$;nicht;не;не;+неневѣренъ,;
gD;$;Bibelstellen;JH_20;Johannes 20.27 (As);part.;$;nicht;не;не;+неневѣренъ,;
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ;неневѣренъ,;std
mrph;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ;неневѣренъ,;
PoS;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ;неневѣренъ,;
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ;неневѣренъ,;cls
gD;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ;неневѣренъ,;
mrph;$;Bibelstellen;JH_20;Johannes 20.27 (As);adv.;;jetzt;нъ;нъ;нъ;
PoS;$;Bibelstellen;JH_20;Johannes 20.27 (As);adv.;;jetzt;нъ;нъ;нъ;
cls;$;Bibelstellen;JH_20;Johannes 20.27 (As);adv.;$;jetzt;нъ;нъ;нъ;
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ ;вѣ́рьнъ ;вѣренъ, ;std
mrph;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ ;вѣ́рьнъ ;вѣренъ, ;
lm;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ ;вѣренъ, ;
PoS;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ ;вѣренъ, ;
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ ;вѣренъ, ;cls
gD;n.sg.m.;Bibelstellen;JH_20;Johannes 20.27 (As);adj.;;gläubig;вѣрьнъ;вѣ́рьнъ ;вѣренъ, ;
mrph;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.;;antworten;отъвѣщати;отъвѣща́въ;ѡтъвѣщавъ;
PoS;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.im.;;antworten;отъвѣщати;отъвѣща́въ;ѡтъвѣщавъ;
;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.im.;;antworten;отъвѣщати;отъвѣща́въ;ѡтъвѣщавъ;cls
gD;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.im.;;antworten;отъвѣщати;отъвѣща́въ;ѡтъвѣщавъ;
mrph;$;Bibelstellen;JH_20;Johannes 20.28 (As);part.;;δὲ;же;же;же;
PoS;$;Bibelstellen;JH_20;Johannes 20.28 (As);part.;;δὲ;же;же;же;
cls;$;Bibelstellen;JH_20;Johannes 20.28 (As);part.;$;δὲ;же;же;же;
;$;Bibelstellen;JH_20;Johannes 20.28 (As);part.;$;δὲ;же;же;же;gD
mrph;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.npr.;;Thomas;Ѳома;Ѳома́;ѳома;
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.npr.;;Thomas;Ѳома;Ѳома́;ѳома;
;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.npr.;;Thomas;Ѳома;Ѳома́;ѳома;cls
gD;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.npr.;;Thomas;Ѳома;Ѳома́;ѳома;
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.;;reden;рещи;ре́че;рече;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.pf.;;reden;рещи;ре́че;рече;
cls;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.pf.;c;reden;рещи;ре́че;рече;
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.28 (As);vb.pf.;c;reden;рещи;ре́че;рече;
;d.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;er,sie,es;и;ѥмоу́;емоу,;std
PoS;d.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;er,sie,es;и;ѥмоу́;емоу,;
cls;d.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;$;er,sie,es;и;ѥмоу́;емоу,;
;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;;Herr;господь;госпо́дь;г҃ь҃;mrph
;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;;Herr;господь;госпо́дь;г҃ь҃;lm
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;;Herr;господь;госпо́дь;г҃ь҃;
cls;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;c;Herr;господь;госпо́дь;г҃ь҃;
gD;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;c;Herr;господь;госпо́дь;г҃ь҃;
std;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;mein;мои;мо́и;мои;
PoS;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;mein;мои;мо́и;мои;
cls;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;$;mein;мои;мо́и;мои;
gD;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;$;mein;мои;мо́и;мои;
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;;Gott;богъ;бо́гъ;б҃ъ҃;
cls;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;c;Gott;богъ;бо́гъ;б҃ъ҃;
gD;n.sg.;Bibelstellen;JH_20;Johannes 20.28 (As);sm.;c;Gott;богъ;бо́гъ;б҃ъ҃;
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;mein;мои ;мои́ ;мои, ;std
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;mein;мои ;мои́ ;мои, ;mrph
;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;mein;мои ;мои́ ;мои, ;lm
PoS;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;;mein;мои ;мои́ ;мои, ;
cls;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;$;mein;мои ;мои́ ;мои, ;
gD;n.sg.m.;Bibelstellen;JH_20;Johannes 20.28 (As);prn.;$;mein;мои ;мои́ ;мои, ;
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
cls;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
PoS;d.sg.m.;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;;er,sie,es;и;ѥмоу́;емоу;
cls;d.sg.m.;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;$;er,sie,es;и;ѥмоу́;емоу;
;n.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);sm.npr.;;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ,;std
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);sm.npr.;;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ,;
cls;n.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ,;
gD;n.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ,;
mrph;$;Bibelstellen;JH_20;Johannes 20.29 (As);adv.;;dass;ꙗко;ꙗ́ко;ѣко;
PoS;$;Bibelstellen;JH_20;Johannes 20.29 (As);adv.;;dass;ꙗко;ꙗ́ко;ѣко;
cls;$;Bibelstellen;JH_20;Johannes 20.29 (As);adv.;$;dass;ꙗко;ꙗ́ко;ѣко;
;$;Bibelstellen;JH_20;Johannes 20.29 (As);adv.;$;dass;ꙗко;ꙗ́ко;ѣко;gD
mrph;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;sehen;видѣти;ви́дѣвъ;відѣвъ;
PoS;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.im.;;sehen;видѣти;ви́дѣвъ;відѣвъ;
cls;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.im.;a;sehen;видѣти;ви́дѣвъ;відѣвъ;
gD;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.im.;a;sehen;видѣти;ви́дѣвъ;відѣвъ;
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;;ich;азъ;мѧ;мѧ;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;;ich;азъ;мѧ;мѧ;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;$;ich;азъ;мѧ;мѧ;
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;$;ich;азъ;мѧ;мѧ;
;2.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати ;вѣ́рова ;вѣрова, ;std
mrph;2.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати ;вѣ́рова ;вѣрова, ;
lm;2.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́рова ;вѣрова, ;
PoS;2.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́рова ;вѣрова, ;
;2.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́рова ;вѣрова, ;cls
gD;2.sg.aor.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́рова ;вѣрова, ;
mrph;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.pf.;;heiligen;блажити;блаже́ни;блажені;
PoS;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.pf.;;heiligen;блажити;блаже́ни;блажені;
cls;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.pf.;b?;heiligen;блажити;блаже́ни;блажені;
gD;prc.prt.pass.n.pl.m.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.pf.;b?;heiligen,segnen;блажити;блаже́ни;блажені;
mrph;$;Bibelstellen;JH_20;Johannes 20.29 (As);part.;;nicht;не;не;не;
PoS;$;Bibelstellen;JH_20;Johannes 20.29 (As);part.;;nicht;не;не;не;
cls;$;Bibelstellen;JH_20;Johannes 20.29 (As);part.;$;nicht;не;не;не;
gD;$;Bibelstellen;JH_20;Johannes 20.29 (As);part.;$;nicht;не;не;не;
mrph;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;sehen;видѣти;ви́дѣвъшии;відѣвъшіи;
PoS;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.im.;;sehen;видѣти;ви́дѣвъшии;відѣвъшіи;
cls;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.im.;a;sehen;видѣти;ви́дѣвъшии;відѣвъшіи;
gD;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.im.;a;sehen;видѣти;ви́дѣвъшии;відѣвъшіи;
;$;Bibelstellen;JH_20;Johannes 20.29 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.29 (As);prn.;$;und;и;и;и;gD
;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати ;вѣ́ровавъшии ;вѣровавшіи, ;std
mrph;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати ;вѣ́ровавъшии ;вѣровавшіи, ;
lm;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́ровавъшии ;вѣровавшіи, ;
PoS;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́ровавъшии ;вѣровавшіи, ;
;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́ровавъшии ;вѣровавшіи, ;cls
gD;prc.prt.act.n.pl.m.em.;Bibelstellen;JH_20;Johannes 20.29 (As);vb.;;glauben;вѣровати;вѣ́ровавъшии ;вѣровавшіи, ;
mrph;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;viel;мъногъ;мъно́га;многа;
PoS;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;;viel;мъногъ;мъно́га;многа;
cls;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;a;viel;мъногъ;мъно́га;многа;
gD;n.pl.n.;Bibelstellen;JH_20;Johannes 20.30 (As);prn.;a;viel;мъногъ;мъно́га;многа;
mrph;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;;δὲ;же;же;же;
PoS;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;;δὲ;же;же;же;
cls;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;$;δὲ;же;же;же;
;$;Bibelstellen;JH_20;Johannes 20.30 (As);part.;$;δὲ;же;же;же;gD
mrph;n.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sn.;;Zeichen;знамениѥ;знаме́ниꙗ;знаменіѣ;
PoS;n.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sn.;;Zeichen;знамениѥ;знаме́ниꙗ;знаменіѣ;
cls;n.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sn.;a;Zeichen;знамениѥ;знаме́ниꙗ;знаменіѣ;
gD;n.pl.;Bibelstellen;JH_20;Johannes 20.30 (As);sn.;a;Zeichen;знамениѥ;знаме́ниꙗ;знаменіѣ;
