fixed;mrph;fName;id;ref;PoS;cls;gD;lm;std;tx;tofix
PoS;$;Bibelstellen;MT_8;Matthäus 8.07;prn.;;und;и;и;ꙇ;
cls;$;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;und;и;и;ꙇ;
;$;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;und;и;и;ꙇ;gD
mrph;3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
PoS;3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
cls;3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.07;vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
gD;3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.07;vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
;d.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;;er,sie,es;и;ѥмоу́;емоу;mrph
PoS;d.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;;er,sie,es;и;ѥмоу́;емоу;
cls;d.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;er,sie,es;и;ѥмоу́;емоу;
;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;sm.npr.;;Jesus;Исоусъ ;Исоу́съ ;и҃с҃, ;std
lm;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;sm.npr.;;Jesus;Исоусъ;Исоу́съ ;и҃с҃, ;
PoS;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;sm.npr.;;Jesus;Исоусъ;Исоу́съ ;и҃с҃, ;
cls;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;sm.npr.;a;Jesus;Исоусъ;Исоу́съ ;и҃с҃, ;
gD;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;sm.npr.;a;Jesus;Исоусъ;Исоу́съ ;и҃с҃, ;
mrph;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;;ich;азъ;а́зъ;азъ;
PoS;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;;ich;азъ;а́зъ;азъ;
cls;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;ich;азъ;а́зъ;азъ;
gD;n.sg.;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;ich;азъ;а́зъ;азъ;
mrph;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;kommen;прити;прише́дъ;пришедъ;
lm;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;kommen;приити;прише́дъ;пришедъ;
PoS;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;vb.pf.;;kommen;приити;прише́дъ;пришедъ;
cls;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;vb.pf.;b;kommen;приити;прише́дъ;пришедъ;
gD;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;vb.pf.;b;kommen;приити;прише́дъ;пришедъ;
mrph;1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;heilen;исцѣлити;исцѣл҄ѭ́;ꙇсцѣл҄ѭ;
PoS;1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;heilen;исцѣлити;исцѣл҄ѭ́;ꙇсцѣл҄ѭ;
;1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;heilen;исцѣлити;исцѣл҄ѭ́;ꙇсцѣл҄ѭ;cls
gD;1.sg.prs.;Bibelstellen;MT_8;Matthäus 8.07;vb.;;heilen;исцѣлити;исцѣл҄ѭ́;ꙇсцѣл҄ѭ;
;a.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;prn.;;er,sie,es;и ;и ;и, ;std
;a.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;prn.;;er,sie,es;и ;и ;и, ;lm
PoS;a.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;prn.;;er,sie,es;и ;и ;и, ;
cls;a.sg.m.;Bibelstellen;MT_8;Matthäus 8.07;prn.;$;er,sie,es;и ;и ;и, ;
;$;Bibelstellen;MT_8;Matthäus 8.08;cnj.;;und;и;и;ꙇ;mrph
PoS;$;Bibelstellen;MT_8;Matthäus 8.08;prn.;;und;и;и;ꙇ;
cls;$;Bibelstellen;MT_8;Matthäus 8.08;prn.;$;und;и;и;ꙇ;
;$;Bibelstellen;MT_8;Matthäus 8.08;prn.;$;und;и;и;ꙇ;gD
mrph;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;vb.;;antworten;отъвѣщати;отъвѣща́въ;отъвѣштавъ;
PoS;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;vb.im.;;antworten;отъвѣщати;отъвѣща́въ;отъвѣштавъ;
;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;vb.im.;;antworten;отъвѣщати;отъвѣща́въ;отъвѣштавъ;cls
gD;prc.prt.act.n.sg.m.;Bibelstellen;MT_8;Matthäus 8.08;vb.im.;;antworten;отъвѣщати;отъвѣща́въ;отъвѣштавъ;
mrph;n.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;;Centurio;сътьникъ;съ́тьникъ;сътьникъ;
PoS;n.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;;Centurio;сътьникъ;съ́тьникъ;сътьникъ;
;n.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;;Centurio;сътьникъ;съ́тьникъ;сътьникъ;cls
gD;n.sg.;Bibelstellen;MT_8;Matthäus 8.08;sm.;;Centurio;сътьникъ;съ́тьникъ;сътьникъ;
mrph;3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.08;vb.;;reden;рещи;ре́че;рече;
PoS;3.sg.aor.;Bibelstellen;MT_8;Matthäus 8.08;vb.pf.;;reden;рещи;ре́че;рече;
